"","SMILES","E","HOMO-LUMO gap"
"2882","C1=CC2=C(C(=C1)OCC(COC3=CC=CC4=C3C(=O)C=C(O4)C(=O)O)O)C(=O)C=C(O2)C(=O)O",246.477,3.8687178
"2883","CCN(C1=CC=CC=C1C)C(=O)C=CC",181.684,5.4686658
"2889","COC1=C(C=CC(=C1)C=CC(=O)CC(=O)C=CC2=CC(=C(C=C2)O)OC)O",249.495,3.6583845
"2890","C1CCN(CC1)C(=O)C2=CC3=C(C=C2)OCCO3",195.444,5.3633631
"2893","CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O",253.522,6.1451064
"2894","COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(C4C3CCCC4)C(=O)C5=CC=CO5)N)OC",325.023,4.0806837
"2895","CN(C)CCC=C1C2=CC=CC=C2C=CC3=CC=CC=C31",236.82,4.3750959
"2896","C1CN(C(=N1)N)CC(=O)O",103.649,6.3527187
"2897","C1CCCCCC(CCCCC1)N",235.894,8.0449086
"2898","CC(=O)OC1=CC=C(C=C1)C(=C2CCCCC2)C3=CC=C(C=C3)OC(=O)C",279.896,4.9655529
"2899","C1CCCC(CC1)N",141.529,8.1425925
"2900","CC1CC(C(=O)C(C1)C(CC2CC(=O)NC(=O)C2)O)C",246.416,5.8923255
"2901","C1CCC(C1)(C(=O)O)N",114.681,7.2688794
"2902","CC(C)CC1C(=O)NCC(=O)N1",148.462,7.1521485
"2903","C1CCCC(CCC1)N",160.618,8.2642212
"2905","CN(C)CCOC(=O)C(C1=CC=CC=C1)C2(CCCC2)O",265.314,5.5995459
"2906","C1CCC(C1)N",103.515,8.2911591
"2907","C1CNP(=O)(OC1)N(CCCl)CCCl",158.764,7.0672533
"2911","C1CCN(CC1)CCC(C2CCCC2)(C3=CC=CC=C3)O",296.024,5.3524791
"2912","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C",243.029,5.2561557
"2913","CN1CCC(=C2C3=CC=CC=C3C=CC4=CC=CC=C42)CC1",241.731,4.154967
"2914","CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C",322.079,3.7811016
"2915","C(CSSCCN)N",114.635,5.6904273
"2916","C(CSP(=O)(O)O)N",82.161,6.9897048
"2927","C(CCP(=O)(O)O)CC(C(=O)O)N",147.403,6.9741951
"2929","C1=CC=C2C(=C1)C(=CN2CC3=CC=C(C=C3)Cl)C(=O)C(=O)NC4=CC=NC=C4",225.312,3.9212331
"2930","C1=CC=C(C=C1)CC(C(=O)O)NC(=O)NO",148.393,6.1995264
"2931","CC1=NC=C(C(=C1O)CNC2CONC2=O)COP(=O)(O)O",197.494,5.2659513
"2932","C1=CC(=CC=C1CC(C(=O)NC(CCCN=C(N)N)C(=O)O)N)O",262.306,5.7587244
"2933","C1=NC2=C(C(=N1)N)N=CN2CC(C(C(=O)O)O)O",149.752,5.41479
"2934","CCCCCCCCCCCCCC(=O)NC(C)C(C1=CC=CC=C1)O",388.617,6.1725885
"2935","C(CC(=O)NCS(=O)(=O)O)C(C(=O)O)N",141.494,5.3761518
"2936","C1(C(C(C(C(C1O)OP(=O)(O)O)OP(=O)(O)O)O)O)O",169.166,7.5407073
"2937","CCCCCC(CC=C1C(C=CC1=O)CC=CCCCC(=O)O)O",312.355,4.8354891
"2939","CC1=CN(C(=O)NC1=O)C2C=CC(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O",205.347,5.485536
"2941","C1CC2C(C1)C3CC2CC3OC(=S)S",167.49,4.7503218
"2943","COC(=O)C1=C(C(=C(C(=C1Cl)Cl)C(=O)OC)Cl)Cl",104.054,5.5935597
"2944","C1=C(NC(=NC1=O)N)N",77.665,5.8063419
"2946","CN1CCC2=CN(C3=C2C1=CC(=O)C3=O)C",149.377,3.3321366
"2947","CN1CCC2=CNC3=C2C1=CC(=O)C3=O",131.268,3.3136338
"2948","COC1=C2C(=CC(=C1C=O)O)C(=O)C3=CC=CC=C3C2=O",152.833,3.542742
"2949","CC12CCC3C(C1CCC2(C#C)O)CCC4=CC5=C(CC34C)C=NO5",296.094,4.7522265
"2950","C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O",127.049,3.4458744
"2952","C1C(=O)NC(=O)N1N=CC2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-]",160.192,3.2507787
"2954","C1=CC(=CC=C1C2=CC3=C(N2)C=C(C=C3)C(=N)N)C(=N)N",193.313,3.9846324
"2955","C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N",150.931,5.0033748
"2956","CC(C(=O)NC(C1=CC=CC=C1)C(=O)OC(C)(C)C)NC(=O)CC2=CC(=CC(=C2)F)F",308.676,5.9519154
"2960","C1CNC(=O)C2=C(C1=C3C(=O)N=C(N3)N)C=CN2",150.897,4.0366035
"2963","C1CC2=CC(=CC3=C2N(C1)CCC3)C=C(C#N)C#N",185.209,3.3383949
"2964","CC1(CCC(C2(C1C(C(C3(C2(C(=O)CC(O3)(C)C=C)O)C)O)O)C)O)C",334.472,5.5304325
"2966","C1CN(CC2=CC=CC=C21)C(=N)N",146.514,5.784846
"2969","CCCCCCCCCC(=O)O",191.893,7.501797
"2970","C=C1C(C(C(O1)(CO)N2C=NC3=C2N=CN=C3N)O)O",171.281,5.4259461
"2971","CCCCCCCCCCC1=C(C(=O)C(=C(C1=O)OC)OC)C",308.561,2.9231703
"2972","CC1=C(C(=O)C=CN1C)O",102.682,5.0569785
"2975","CC(CCC(=O)O)C1CCC2C1(C(=O)CC3C2C(=O)CC4C3(CCC(=O)C4)C)C",363.891,5.2708491
"2977","CCCCCC1=CC2=C(C3CC(=CCC3C(O2)(C)C)C)C(=C1)O",309.937,5.8052535
"2978","CCCCCC1=CC2=C(C3C=C(CCC3C(O2)(C)C)C)C(=C1)O",309.261,5.5543773
"2980","CC(CNCCNCC(C)N)N",208.678,7.9491294
"2981","C1=CC=C2C(=C1)C3=CC=CC=C3C(=N)C2=N",135.514,3.8806902
"2982","CC1(C(C1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Br)Br)C",242.482,5.2591488
"2984","CCCCN1C2=C(C(=O)N(C1=O)CCCC)N(C=N2)CC(=O)C",265.697,4.9943955
"2985","CCC(C#CC#CC(C=CCCCCCC=C)O)O",247.86,5.6463471
"2986","C=CCCCCCC(C=CC#CC#CC(C=C)O)O",233.01,4.688283
"2987","CC(CCC(=O)O)C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C",405.575,7.3442511
"2988","COC1=CC(=CC(=C1OC)OC)CC2C(COC2=O)CC3=CC4=C(C=C3)OCO4",287.658,5.5062156
"2989","C=CC1C2CC3C4=NC5=CC=CC=C5C=C4CN3C(=O)C2=COC1OC6C(C(C(C(O6)CO)O)O)O",346.644,4.7135883
"2991","CCC(=O)OC1(CCC2C1(CC(C3C2CCC4=CC(=O)C=CC34C)O)C)C(=O)C",347.193,4.8428358
"2992","CC(C1C(O1)C=CC2C(O2)C(C=C)O)O",171.607,6.3622422
"2995","CNCCCN1C2=CC=CC=C2CCC3=CC=CC=C31",241.278,5.1225546
"2997","C1C(=O)NC2=C(C=C(C=C2)Cl)C(=N1)C3=CC=CC=C3",152.997,4.739982
"2998","CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC",279.949,5.6890668
"2999","CCC12CCC3C(C1C=CC2(C#C)O)CCC4=CC(=O)CCC34",280.316,5.0771139
"3000","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C",317.112,4.8093675
"3001","CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C",341.202,5.0629647
"3003","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C",319.992,4.8213399
"3008","CN1CCC23CCCCC2C1CC4=C3C=C(C=C4)OC",263.588,5.4654006
"3009","C(CC(C(F)F)(C(=O)O)N)CN",132.103,6.8395056
"3010","CCCCCCCCCCNC1=CC2=C(C=CN2)C(=C1)CO",306.749,4.710051
"3011","CCCCCC=CCC=CCC=CCCCCCCC(=O)O",334.031,6.4969317
"3012","CC1=C(C(=O)N2C=CSC2=N1)CCN3CCC(=C(C4=CC=CC=C4)C5=CC=C(C=C5)F)CC3",317.788,3.866541
"3014","CCCCCCCCCCCCCOC(=O)C1CCC(=O)OC1CO",361.651,7.0343292
"3015","CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)O",297.034,4.6341351
"3016","CN1C(=O)CN=C(C2=C1C=CC(=C2)Cl)C3=CC=CC=C3",171.662,4.6648824
"3017","CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C",221.947,5.5606356
"3018","CCOC(=O)NC1=C(C(=O)C(=C(C1=O)C2CC2)NC(=O)OCC)C3CC3",260.59,3.2102358
"3021","C1CC(C(OC1CN)OC2C(CC(C(C2O)OC3C(C(C(C(O3)CO)O)N)O)N)N)N",395.292,7.0811304
"3022","C1=CC2=C(C(=C1)C(=O)O)OC3=C2C=CC=C3C(=O)O",130.9,4.772634
"3023","C1=CC=C2C(=C1)C3=CC=CC=C3S2",107.171,4.8714063
"3024","C(Br)Br",20.151,6.5611473
"3025","CCCCOC1=NC2=CC=CC=C2C(=C1)C(=O)NCCN(CC)CC",311.293,4.5590355
"3026","CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC",238.277,5.4221367
"3028","CCCC(=O)NC1=NC2C(C(=O)N1)N=CN2C3C(C4C(O3)OP(=O)(O4)O)OC(=O)CCC",296.239,5.2920729
"3030","COC1=C(C=CC(=C1C(=O)O)Cl)Cl",88.513,5.2697607
"3031","C1=CC(=C(C(=C1)Cl)C#N)Cl",55.475,5.4324765
"3033","C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl",150.168,4.9568457
"3034","C=C(NCC1=C(C=C(C=C1)Cl)Cl)NC(=O)C2=C(N=C(C(=N2)Cl)N)N",183.236,3.9936117
"3035","C1=CC(=CC=C1C(=C(Cl)Cl)C2=CC=C(C=C2)Cl)Cl",121.026,4.8273261
"3036","C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl",130.589,5.2390134
"3037","C1=CC(=C(C=C1Cl)CC2=C(C=CC(=C2)Cl)O)O",134.781,4.9391592
"3039","COP(=O)(OC)OC=C(Cl)Cl",84.676,6.5342094
"3041","CC1=C(C(=NO1)C2=C(C=CC=C2Cl)Cl)C(=O)NC3C4N(C3=O)C(C(S4)(C)C)C(=O)O",233.379,5.1786072
"3042","CCN(CC)CCOC(=O)C1(CCCCC1)C2CCCCC2",344.5,5.888244
"3043","C1CC(OC1CO)N2C=NC3=C2NC=NC3=O",153.709,5.3557443
"3044","CC1C(CC(O1)N2C=NC3=C2N=CN=C3N)O",161.474,5.4387348
"3045","C1=CC(=C(C=C1C(=O)NO)O)O",94.638,4.9720833
"3048","C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl",120.225,5.7472962
"3049","CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O",208.207,5.0588832
"3050","CCOP(=O)(CC1=CC=C(C=C1)C)OCC",196.744,6.2193897
"3051","CCOC(=O)OC(=O)OCC",112.972,8.0862678
"3052","CCN(CC)C(=O)N1CCN(CC1)C",209.001,6.4044177
"3053","C(CN(CC(=O)O)CC(=O)O)N(CCN(CC(=O)O)CC(=O)O)CC(=O)O",270.989,5.1813282
"3054","CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O",223.553,5.6112462
"3055","C1CCN(CC1)CCCC(C2=CC=CC=C2)(C3=CC=CC=C3)O",288.924,4.9565736
"3056","CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F",368.172,4.802565
"3058","CCCCC(=O)OCC(=O)C1C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C",395.205,4.7693688
"3059","C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O",124.886,4.8863718
"3063","CN1CCC23C4C1CC5=C2C(=C(C=C5)OC)OC3C(CC4)O",255.64,5.6117904
"3066","CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C",443.156,5.0014701
"3067","CC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C(C)C)NC(=O)C4CN(C5CC6=CNC7=CC=CC(=C67)C5=C4)C)O",448.412,4.5443421
"3068","CC1C(C(C(C(O1)OC2CC(C3(C4C(CCC3(C2)O)C5(CCC(C5(CC4O)C)C6CC(=O)OC6)O)CO)O)O)O)O",499.311,7.1812632
"3070","CC1CCC(CC1=CC=C2CCCC3(C2CCC3C(C)C=CC(C)C(C)C)C)O",453.117,5.0112657
"3071","C1=CC=C2C(=C1)C(=CN2)CC3=CNC4=CC=CC=C43",177.694,5.1636417
"3073","CC(C)OP(=O)(C)OC(C)C",161.712,9.1194315
"3074","COC1=CC(=CC(=C1OC)OC)C(=O)OCCCN2CCCN(CC2)CCCOC(=O)C3=CC(=C(C(=C3)OC)OC)OC",490.271,4.3990407
"3076","CC(=O)OC1C(SC2=CC=CC=C2N(C1=O)CCN(C)C)C3=CC=C(C=C3)OC",301.533,4.938615
"3077","CN(C)CCCSC(=N)N",145.763,6.1208895
"3078","CC1=C(OC2=C(C1=O)C=CC(=C2CN(C)C)OC)C3=CC=CC=C3",247.416,4.3054383
"3079","CC1=CC2=C(CC3C4C2(CCCC4)CCN3C)C=C1",259.986,5.5086645
"3080","C(C(CS)S)O",73.323,6.7497126
"3081","CC1(C(=O)NC(=O)O1)C",83.445,6.8914767
"3082","CNC(=O)CSP(=S)(OC)OC",126.599,6.0863328
"3084","COC1=C(C=C(C(=C1)C(CN(CC(=O)O)CC(=O)O)N(CC(=O)O)CC(=O)O)[N+](=O)[O-])OC",293.534,3.8600106
"3086","COC(=O)OC(=O)OC",75.476,8.0887167
"3088","CC1C2CN3CCC4=C(C3CC2C(=CO1)C(=O)OCCN(C)C)NC5=CC(=C(C=C45)OC)OC",391.729,4.0858536
"3090","CC1=NC=C(N1C)[N+](=O)[O-]",87.708,4.6670592
"3091","CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N2CCOCC2",390.853,6.6952926
"3092","CC1=C(C=C(C=C1C(=O)N)[N+](=O)[O-])[N+](=O)[O-]",109.735,4.4899221
"3093","CCCCCCCC(=O)OCCOC(=O)CCCCCCC",334.768,7.4958108
"3094","CCCCCCCCNCCCCCCCC",323.763,7.9379733
"3095","CC1CC2=C(C(N1)C)C(=C(C=C2)C3=C4C=CC=C(C4=C(C=C3C)OC)OC)O",307.766,4.4556375
"3097","COC1=CC=CC(=C1O)C(=O)C2=CC=CC=C2O",155.832,4.0657182
"3100","CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2",228.207,5.6346468
"3102","C1=CC=C(C=C1)C(=O)C2=CC=CC=C2",127.231,4.9092282
"3103","CN1CCC(CC1)OC(C2=CC=CC=C2)C3=CC=CC=C3",251.848,5.1198336
"3105","CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C",306.854,6.1486437
"3106","CCCN(CCC)CCC1=CC(=C(C=C1)O)O",234.029,5.583492
"3107","CCC(C)C(C(=O)N1CCCC1C(=O)NC(C(C)CC)C(=O)O)N",321.791,6.3614259
"3109","C1=CC=[N+](C(=C1)SSC2=CC=CC=[N+]2[O-])[O-]",114.666,3.7038252
"3111","CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)O",202.025,4.9095003
"3112","CC1=NC(C(=C1CC(=O)O)CCC(=O)O)CC2=NCC(=C2CC(=O)O)CCC(=O)O",290.57,4.4344137
"3114","CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C",310.984,4.3106082
"3115","CN1C=C(C=C1C(=O)NC2=CN(C(=C2)C(=O)NC3=CN(C(=C3)C(=O)NCCC(=N)N)C)C)NC=O",335.133,4.4395836
"3117","CCN(CC)C(=S)SSC(=S)N(CC)CC",200.708,4.6493727
"3118","CCOP(=S)(OCC)SCCSCC",184.406,5.9769486
"3120","CN(C)C(=O)NC1=CC(=C(C=C1)Cl)Cl",123.236,5.5252626
"3121","CCCC(CCC)C(=O)O",154.522,7.5355374
"3122","C(CCC(C(=O)O)N)CCP(=O)(O)O",166.339,6.8871231
"3123","C(CCCP(=O)(O)O)CCC(C(=O)O)N",185.64,6.8256285
"3124","CC1CNC2=C(N1)C(=O)N=C(N2)N",131.035,4.8583455
"3125","CC(CC1=CC=C(C=C1)O)(C(=O)O)N",148.222,5.7587244
"3126","CCCCCCCCCCCCCCCC(C(CO)N)O",368.854,8.02695
"3127","CC(CC1=CC=C(C=C1)Cl)N",128.403,5.8430754
"3128","CC(CC1=CC=C(C=C1)Cl)NC",147.044,5.7369564
"3129","CCCCCCCCCC(=O)NC(CN1CCOCC1)C(C2=CC=CC=C2)O",389.558,5.0278638
"3130","CCCCCCCCCCCCCCCC(=O)NC(CN1CCOCC1)C(C2=CC=CC=C2)O",502.228,5.8074303
"3132","C1=CC=C(C=C1)CC(CS)C(=O)NCC(=O)O",172.225,6.1625208
"3133","COC1=C(C=C(C=C1)C=CC(=O)OCCC2=CC=CC=C2)OC",235.441,4.021638
"3134","CN(C)C1=NC=NC2=C1NC=N2",112.195,5.1747978
"3135","CN(C)C1=CC=C(C=C1)C=C2C3=CC=CC=C3NC2=O",195.787,3.414855
"3136","COC1=C(C(=O)C2=CC=CC=C2C1=O)OC",133.318,3.0741858
"3137","C1=CC=C(C=C1)CC2C(C(C(N(C(=O)N2CC3=CC=C(C=C3)CO)CC4=CC=C(C=C4)CO)CC5=CC=CC=C5)O)O",445.673,5.7015834
"3138","C1=CC=C(C=C1)CC2C(C(C(N(C(N2CC3=CC(=CC=C3)N)O)CC4=CC(=CC=C4)N)CC5=CC=CC=C5)O)O",438.104,5.0330337
"3139","COC1=CC2=NC=C(C=C2C(=C1)OC)C3=CC=NC=C3",180.45,4.2406785
"3140","C1=C(C(=CC2=NC(=O)C(=O)N=C21)[N+](=O)[O-])[N+](=O)[O-]",78.372,2.1182985
"3141","CC(CC1=CC(=CC=C1)O)CNCCC2=CC(=C(C=C2)O)O",253.764,5.2956102
"3142","CCOC(=O)OC1=C(C=C(C=C1)CCNC(=O)C(CCSC)NC(=O)C)OC(=O)OCC",340.88,5.3361531
"3144","CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O",325.939,6.375303
"3145","CCC=CCC=CCC=CCC=CCC=CCCCCCC(=O)O",340.732,6.1366713
"3146","CCC=CCC=CCC=CCCCCCCCCCCCC(=O)O",371.411,6.5578821
"3148","C1C2CC3CC(CC1N3CC2=O)OC(=O)C4=CNC5=CC=CC=C54",239.775,1.6312395
"3150","CC(C=CC=C(C)C1CNC(C1CC(=O)O)C(=O)O)C(=O)O",237.668,5.2305783
"3151","C1CN(CCC1N2C3=C(C=C(C=C3)Cl)NC2=O)CCCN4C5=CC=CC=C5NC4=O",293.922,5.2752027
"3152","COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC",323.538,4.0393245
"3153","C1CC2=CC(=C(C=C2CC1N)O)O",145.134,5.5881177
"3155","CN(C)CCC=C1C2=CC=CC=C2CSC3=CC=CC=C31",234.696,4.8090954
"3156","CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4",331.35,5.1516693
"3157","COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC",313.619,4.3029894
"3158","CN(C)CCC=C1C2=CC=CC=C2COC3=CC=CC=C31",235.844,4.8371217
"3159","CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O",143.946,5.3029569
"3162","CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C",239.026,5.2871751
"3164","C1CCN(CC1)CCCCOC2CNC(=O)C3=CC=CC=C23",278.028,4.3688376
"3165","C1=C2C(=CC(=C1Cl)Cl)N(C=N2)C3C(C(C(O3)CO)O)O",161.362,5.393022
"3166","CCN(CC)CCOC(=O)C(C1CCCCC1)C2=CC=CC=C2",319.045,5.2703049
"3167","CC1CC2(C(CCC3C2CCC4(C3CCC4O)C)CC1=O)C",322.843,5.9799417
"3168","C1CN(CC=C1N2C3=CC=CC=C3NC2=O)CCCC(=O)C4=CC=C(C=C4)F",270.748,4.1944215
"3169","C1CN(CCN1CC(CO)O)C2=CC=CC=C2",213.391,5.3987361
"3170","CCC(=O)OC1CCC2C1(CCC3C2CCC4C3(CC(C(=O)C4)C)C)C",367.965,5.967153
"3171","C1=CC(=C(C=C1C(C(C(=O)O)N)O)O)O",136.355,5.6754618
"3172","CCN(CCCl)CC1=CC=CC=C1Br",160.723,5.4730194
"3174","CN(CC(=O)O)C(=S)S",78.862,4.6194417
"3176","CC1CN(C2=CC(=C3C(=C12)C=C(N3)C(=O)OC)O)C(=O)C4=CC5=CC(=C(C(=C5N4)OC)OC)OC",319.063,3.8553849
"3179","CC(N)N1C=CC(=C1)OC2=CC=C(C=C2)C(CC3=CC4=C(C=C3)C=CC(=C4)C(=N)N)C(=O)O",320.851,4.3614909
"3180","CCCCOC1=CC=C(C=C1)C(=O)CCN2CCCCC2",280.172,4.1247639
"3181","CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C",295.152,3.7800132
"3182","CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O",172.253,5.0041911
"3183","C1C(C(OC1N2C=C(C(=O)NC2=O)C=CBr)CO)O",165.028,4.4150946
"3187","CC(C)CC(C(=O)NCCCCN=C(N)N)NC(=O)C(CC(=O)O)O",310.261,6.1589835
"3188","CC(C)CCNC(=O)C(CC(C)C)NC(=O)C1C(O1)C(=O)O",274.637,6.5260464
"3189","CCOC(=O)C1C(O1)C(=O)NC(CC(C)C)C(=O)NCCC(C)C",311.741,5.640633
"3191","CC(C)(C)C1=CC=C(C=C1)C(=O)CCCN2CCC(CC2)OC(C3=CC=CC=C3)C4=CC=CC=C4",424.685,4.1103426
"3192","CCC(C)C(C(C)C(=O)C(C)C=C(C)CC(C)C1C(C(=O)O1)C)O",341.266,5.7538266
"3193","CCC1C(OC1=O)C(C)CC(=CC(C)C(=O)C(C)C(C(C)CC)O)C",359.334,5.5864851
"3194","C1=CC=C(C=C1)N2C(=O)C3=CC=CC=C3[Se]2",125.335,4.1310222
"3195","CCC12CCCN3C1C4=C(CC3)C5=CC=CC=C5N4C(=O)C2",249.591,4.8763041
"3198","C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl",198.634,5.0352105
"3200","CC1=NC(C(=O)C1)C2=CC=CC=C2",129.405,5.3464929
"3201","CCC1=CN(C(=O)NC1=O)C2C(C(CO2)O)CO",186.482,5.3892126
"3203","C1CC1C#CC2(C3=C(C=CC(=C3)Cl)NC(=O)O2)C(F)(F)F",141.154,5.2904403
"3206","CCCCCCC(C(C)O)N1C=NC2=C1N=CN=C2N",247.591,5.3968314
"3207","CCCCCCCCCCCC=CCC=CCCCC(=O)O",349.302,6.6161115
"3208","CCCCCC=CCC=CCCCCCCCCCC(=O)O",348.479,6.6893064
"3209","CCC=CCC=CCC=CCC=CCC=CCCCC(=O)O",303.786,6.5889015
"3210","CCC=CCC=CCC=CCCCCCCCCCC(=O)O",333.885,6.560331
"3213","CC1=C2C(=C(C3=C1C=CN=C3)C)C4=CC=CC=C4N2",176.985,3.8469498
"3218","CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O",270.878,3.4235622
"3219","CCOCCN1C2=CC=CC=C2N=C1N3CCCN(CC3)C",278.258,5.3620026
"3220","CC1=CC(=C2C(=C1)C(=O)C3=CC(=CC(=C3C2=O)O)O)O",148.061,3.7628709
"3221","CCOC1=C(C=NN(C1=O)C)N2CCOCC2",190.061,4.6129113
"3222","CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O",311.186,6.0300081
"3224","C1C2C(COS(=O)O1)C3(C(=C(C2(C3(Cl)Cl)Cl)Cl)Cl)Cl",102.966,5.9704182
"3225","C1CC2C(C(C1O2)C(=O)O)C(=O)O",122.163,7.1818074
"3226","C(C(OC(F)F)(F)F)(F)Cl",44.722,8.772504
"3228","CCCCCCCCCCCCCCCCCCCCCC(=O)NC1=NC(=O)N(C=C1)C2C(C(C(O2)CO)O)O",561.106,4.9073235
"3229","CCN1C=C(C(=O)C2=CC(=C(N=C21)N3CCNCC3)F)C(=O)O",214.403,4.3032615
"3232","CC12CCCC(C1CCC34C2CCC(C3)C(=C)C4=O)(C)C(=O)O",296.302,4.9897698
"3233","CC1(C2CCC34CC(=C)C(CC3C2(CC(=O)C1O)C)CC4=O)C",295.46,5.6390004
"3235","CC(=CC1=CC=CC=C1)C=C2C(=O)N(C(=S)S2)CC(=O)O",172.062,3.023031
"3236","CCC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2",258.252,3.8874927
"3238","CC(C)CC(C(=O)O)NC(=O)C(C(CC1=CC=CC=C1)N)O",261.566,6.470538
"3240","CC(C)CCCC(C)C1CCC2C1(CCC3C2CCC4C3(CCC(C4)O)C)C",465.867,8.2906149
"3241","C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N",185.729,4.9274589
"3242","CC1=CC(=NC(=N1)N2C(=CC(=N2)C)OC)OC",166.928,5.2009194
"3243","CC12CCC3C(C1CCC2O)CCC4C3(CC5C(C4)S5)C",303.016,6.244695
"3245","CCOC(CN1CCN(CC1)CC(C)C(=O)C2=CC=CC=C2)C3=CC=CC=C3",345.827,3.3952638
"3246","CC12CCN(CC(C1)CC3=C2C=C(C=C3)O)C",221.232,5.5941039
"3247","CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O",224.945,5.3513907
"3248","COC(=O)C=CC1=C(C=CC(=C1)O)O",124.993,3.9204168
"3249","CC(C)C(C)C=CC(C)C1CCC2C1(CCCC2=CC=C3CC(CCC3=C)O)C",437.425,5.0616042
"3250","CC(CO)NC(=O)C1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C",263.065,4.440672
"3251","CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CN(C6CC7=CNC8=CC=CC(=C78)C6=C5)C",427.776,4.4311485
"3260","C1=CN2C=NC3=C(C2=N1)N=CN3C4C(C(C(O4)CO)O)O",176.726,4.5446142
"3261","C1C2=NN=CN2C3=C(C=C(C=C3)Cl)C(=N1)C4=CC=CC=C4",161.09,4.8009324
"3262","CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)OC(=O)C5=CC=CC=C5",316.728,4.8539919
"3263","CC12CCC3C(C1CCC2OC(=O)CCC4CCCC4)CCC5=C3C=CC(=C5)O",380.057,5.8022604
"3264","CC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)OC(=O)C)C",307.437,5.9739555
"3265","CCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)OC(=O)CC)C",345.558,5.9913699
"3266","CCC(=O)OC1CCC2C1(CCC3C2CCC4=C3C=CC(=C4)O)C",300.44,5.7372285
